,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,전형유형,지역,대학명,계열,충족여부,전형명,모집단위명,모집예정인원,선발유형,전형방법,최저학력기준 내용
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,물리교육과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,물리학과,2,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,바이오섬유소재학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,산림과학조경학부,2,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,경북,경북대(상주),자연,최저미반영,사회통합전형,산림생태보호학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,생명공학부,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,생물교육과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,생물학과,2,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,섬유시스템공학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,경북,경북대(상주),자연,최저미반영,사회통합전형,섬유패션디자인학부-섬유공학,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,경북,경북대(상주),자연,최저미반영,사회통합전형,소프트웨어학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,수학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,수학교육과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,스마트생물산업기계공학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,경북,경북대(상주),자연,최저미반영,사회통합전형,스마트플랜트공학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,식물의학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,경북,경북대(상주),자연,최저미반영,사회통합전형,식물자원학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,식품공학부,2,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,식품영양학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,경북,경북대(상주),자연,최저미반영,사회통합전형,식품외식산업학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,신소재공학과,2,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,아동학부,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,에너지공학부,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,경북,경북대(상주),자연,최저미반영,사회통합전형,에너지화학공학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,원예과학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,경북,경북대(상주),자연,최저미반영,사회통합전형,위치정보시스템학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,응용생명과학부,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,응용화학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,경북,경북대(상주),자연,최저미반영,사회통합전형,자동차공학부,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,전기공학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,전자공학부,5,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,전자공학부-인공지능,3,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,경북,경북대(상주),자연,최저미반영,사회통합전형,정밀기계공학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,지구과학교육과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,지구시스템과학부,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,경북,경북대(상주),자연,최저미반영,사회통합전형,축산학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,컴퓨터학부-글로벌소프트웨어융합,2,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,컴퓨터학부-인공지능컴퓨팅,2,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,컴퓨터학부-플랫폼소프트웨어/데이터과학,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,토목공학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,통계학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,화학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,화학교육과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,최저미반영,사회통합전형,환경공학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,경북,경북대(상주),자연,최저미반영,사회통합전형,환경안전공학과,1,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,#REF!,지역인재기초생활수급자등대상자전형,간호학과,3,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재기초생활수급자등대상자전형,약학과,1,일괄합산,학생부100(정량80+정성20),국수영탐(2) 중 탐구포함 3개 영역 합 6이내 (탐구 소수점 절사)
,학생부교과,대구,경북대,자연,#REF!,지역인재기초생활수급자등대상자전형,의예과,4,일괄합산,학생부100(정량80+정성20),국수영탐(2) 중 탐구포함 3개 영역 합 5이내 (탐구 소수점 반올림)
,학생부교과,대구,경북대,자연,#REF!,지역인재기초생활수급자등대상자전형,치의예과,2,일괄합산,학생부100(정량80+정성20),국수영탐(2) 중 탐구포함 3개 영역 합 5이내 (탐구 소수점 절사)
,학생부교과,경북,경북대(상주),공통,최저미반영,지역인재전형(교과),자율미래인재학부,10,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,공통,#REF!,지역인재전형(교과),자율전공학부,71,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,인문,#REF!,지역인재전형(교과),경상대학자율학부,7,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,인문,#REF!,지역인재전형(교과),경영학부,23,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,인문,#REF!,지역인재전형(교과),경제통상학부,15,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,인문,#REF!,지역인재전형(교과),국어교육과,5,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,인문,#REF!,지역인재전형(교과),독어독문학과,1,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,인문,#REF!,지역인재전형(교과),사회복지학부,6,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,인문,#REF!,지역인재전형(교과),사회학과,2,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,인문,#REF!,지역인재전형(교과),심리학과,2,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,인문,#REF!,지역인재전형(교과),영어영문학과,12,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,인문,#REF!,지역인재전형(교과),일어일문학과,2,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,인문,#REF!,지역인재전형(교과),행정학부,11,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),IT대학자율학부,4,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 5이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),IT첨단자율학부,11,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 5이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),간호학과,25,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)
,학생부교과,경북,경북대(상주),자연,최저미반영,지역인재전형(교과),건설방재공학과,5,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),건축학부-건축공학,4,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),건축학부-건축학,4,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),공과대학자율학부,5,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),공학첨단자율학부,7,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),금속재료공학과,8,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),기계공학부,15,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,경북,경북대(상주),자연,최저미반영,지역인재전형(교과),나노신소재공학과,6,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),농업생명과학대학자율학부,5,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),농업토목공학과,4,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),산림과학조경학부,7,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),생물학과,6,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),섬유시스템공학과,6,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,경북,경북대(상주),자연,최저미반영,지역인재전형(교과),소프트웨어학과,5,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),수의예과,18,일괄합산,학생부100(정량80+정성20),국수영탐(2) 중 탐구포함 3개 영역 합 5이내 (탐구 소수점 절사)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),수학과,3,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),스마트생물산업기계공학과,6,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),식물의학과,6,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),식품공학부,8,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,경북,경북대(상주),자연,최저미반영,지역인재전형(교과),식품외식산업학과,4,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),신소재공학과,7,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),아동학부,4,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,경북,경북대(상주),자연,최저미반영,지역인재전형(교과),에너지화학공학과,6,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),원예과학과,5,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),응용생명과학부,7,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),의예과,43,일괄합산,학생부100(정량80+정성20),국수영탐(2) 중 탐구포함 3개 영역 합 4이내 (탐구 소수점 반올림)
,학생부교과,경북,경북대(상주),자연,최저미반영,지역인재전형(교과),자동차공학부,9,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),자연과학대학자율학부,5,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),전기공학과,11,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 5이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),전자공학부,35,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 5이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),전자공학부-인공지능,12,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 5이내 (탐구 2과목 필수응시)
,학생부교과,경북,경북대(상주),자연,최저미반영,지역인재전형(교과),정밀기계공학과,7,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),첨단기술융합대학자율학부1,32,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),첨단기술융합대학자율학부2,18,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,경북,경북대(상주),자연,최저미반영,지역인재전형(교과),축산학과,4,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,경북,경북대(상주),자연,최저미반영,지역인재전형(교과),치위생학과,3,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),치의예과,11,일괄합산,학생부100(정량80+정성20),국수영탐(2) 중 탐구포함 3개 영역 합 4이내 (탐구 소수점 절사)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),컴퓨터학부-글로벌소프트웨어융합,9,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 5이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),컴퓨터학부-인공지능컴퓨팅,6,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 5이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),컴퓨터학부-플랫폼소프트웨어/데이터과학,6,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),토목공학과,10,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),통계학과,7,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),화학공학과,4,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,대구,경북대,자연,#REF!,지역인재전형(교과),환경공학과,5,일괄합산,학생부100(정량80+정성20),국수영탐(1) 중 수학 포함 2개 영역 합 6이내 (탐구 2과목 필수응시)
,학생부교과,경북,경북대(상주),자연,최저미반영,지역인재전형(교과),환경안전공학과,5,일괄합산,학생부100(정량80+정성20),미반영
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),경영정보학과,15,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),경영학부,38,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),경제학부,28,일괄합산,학생부(정량)100,국수영탐(1) 중 3개 영역 합 12이내
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),교육학과,4,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 8이내
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),국어교육과,13,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 7이내
,학생부교과,경남,경상국립대,인문,최저미반영,일반전형(학생부교과),국어국문학과,14,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),국제통상학과,40,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,인문,최저미반영,일반전형(학생부교과),독어독문학과,16,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,인문,최저미반영,일반전형(학생부교과),러시아학과,13,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),미디어커뮤니케이션학과,11,일괄합산,학생부(정량)100,국수영탐(1) 중 3개 영역 합 12이내
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),법학부,29,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 9이내
,학생부교과,경남,경상국립대,인문,최저미반영,일반전형(학생부교과),불어불문학과,15,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,인문,최저미반영,일반전형(학생부교과),사학과,10,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),사회복지학부,19,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,인문,최저미반영,일반전형(학생부교과),사회학과,13,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),스마트유통물류학과,23,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,인문,최저미반영,일반전형(학생부교과),식품자원경제학과,14,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),심리학과,12,일괄합산,학생부(정량)100,국수영탐(1) 중 3개 영역 합 12이내
,학생부교과,경남,경상국립대,인문,최저미반영,일반전형(학생부교과),아동가족학과,22,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),역사교육과,6,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 8이내
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),영어교육과,15,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 6이내
,학생부교과,경남,경상국립대,인문,최저미반영,일반전형(학생부교과),영어영문학부-영어영문학,15,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,인문,최저미반영,일반전형(학생부교과),영어영문학부-영어전공,13,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),유아교육과,5,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 8이내
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),윤리교육과,3,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 8이내
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),인문사회자율전공,21,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),일반사회교육과,8,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 8이내
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),일어교육과,4,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 8이내
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),정치외교학과,10,일괄합산,학생부(정량)100,국수영탐(1) 중 3개 영역 합 12이내
,학생부교과,경남,경상국립대,인문,최저미반영,일반전형(학생부교과),중어중문학과,16,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),지리교육과,7,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 8이내
,학생부교과,경남,경상국립대,인문,최저미반영,일반전형(학생부교과),철학과,11,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,인문,최저미반영,일반전형(학생부교과),한문학과,14,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,인문,최저미반영,일반전형(학생부교과),해양수산경영학과,22,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),행정학과,14,일괄합산,학생부(정량)100,국수영탐(1) 중 3개 영역 합 12이내
,학생부교과,경남,경상국립대,인문,#REF!,일반전형(학생부교과),회계세무학부,50,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,자연,#REF!,일반전형(학생부교과),AI정보공학과,18,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,자연,#REF!,일반전형(학생부교과),간호학과,28,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 8이내
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),건설시스템공학과,15,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),건축공학부,32,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,자연,#REF!,일반전형(학생부교과),건축학과,27,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,자연,#REF!,일반전형(학생부교과),기계공학부,7,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),기계시스템공학과,25,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),기계융합공학과,17,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),농학과,12,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),도시공학과,15,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),동물생명융합학부,32,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,자연,#REF!,일반전형(학생부교과),메카트로닉스공학부,20,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),미래자동차공학과,20,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,자연,#REF!,일반전형(학생부교과),반도체공학과,17,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),산업시스템공학부,36,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,자연,#REF!,일반전형(학생부교과),생명과학부,39,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,자연,#REF!,일반전형(학생부교과),생물교육과,10,일괄합산,학생부(정량)100,국수영과(1) 중 과탐 포함 2개 영역 합 7이내
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),생물산업기계공학과,11,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,자연,#REF!,일반전형(학생부교과),소프트웨어공학과,5,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,자연,#REF!,일반전형(학생부교과),수의예과,10,일괄합산,학생부(정량)100,국수영과(2) 중 수학 포함 3개 영역 합 6이내 (탐구 소수점 절사)
,학생부교과,경남,경상국립대,자연,#REF!,일반전형(학생부교과),수학교육과,15,일괄합산,학생부(정량)100,국수(미/기)영탐(1) 중 수학 포함 2개 영역 합 6이내
,학생부교과,경남,경상국립대,자연,#REF!,일반전형(학생부교과),수학물리학부,25,일괄합산,학생부(정량)100,국수영탐(1) 중 2개 영역 합 10이내
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),스마트농산업학과,18,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),스마트에너지기계공학과,30,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),식물의학과,10,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),식품공학부,27,일괄합산,학생부(정량)100,미반영
,학생부교과,경남,경상국립대,자연,최저미반영,일반전형(학생부교과),식품영양학과,19,일괄합산,학생부(정량)100,미반영
