지역구분,대학설립형태,대학명,전형세부유형,중심전형분류,계열,상세계열,모집단위명,소재지,모집인원,"전영역
응시
여부","필수
응시
과목","탐구
반영
방법",최저학력기준 내용
서울,사립,동덕여대,논술우수자전형,논술,인문,경영•경제•무역,경영융합학부,,32,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,인문,관광•서비스,글로벌MICE융합전공,,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,인문,어문•인문학,글로벌지역학부-영어,,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,인문,어문•인문학,글로벌지역학부-유러피언스터디즈,,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,인문,어문•인문학,글로벌지역학부-일어일본학,,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,인문,어문•인문학,글로벌지역학부-중어중국학,,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,인문,경영•경제•무역,문화예술경영,,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,인문,사회•언론•매체,문화지식융합학부-커뮤니케이션콘텐츠,,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,인문,어문•인문학,사회과학부-문헌정보학,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,인문,복지•아동•가족,사회과학부-사회복지학,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,인문,복지•아동•가족,사회과학부-아동학,,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,인문,경영•경제•무역,앙트러프러너십전공,,5,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,인문,어문•인문학,인문학부-국사학,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,인문,어문•인문학,인문학부-국어국문학,,8,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,인문,어문•인문학,인문학부-문예창작,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,자연,기타자연계,문화지식융합학부-HCI사이언스,,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,자연,수학•통계,문화지식융합학부-데이터사이언스,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,자연,생명공•의과학•보건,자연과학부-보건관리학,,8,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,자연,생활과학,자연과학부-식품영양학,,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,자연,물리•화학•생명•천문,자연과학부-응용화학,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,자연,생활과학,자연과학부-화장품학,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,자연,수학•통계,정보학부-정보통계학,,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,논술우수자전형,논술,자연,전기•전자•컴퓨터•통신,정보학부-컴퓨터학,,16,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,동덕창의리더전형,학생부종합,자연,약학,약학과,,8,,,1과목,"국, 수(미적/기하), 탐(과)(1과목) 영역 합 6이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,인문,경영•경제•무역,경영융합학부,,32,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,인문,관광•서비스,글로벌MICE융합전공,,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,인문,어문•인문학,글로벌지역학부-영어,,13,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,인문,어문•인문학,글로벌지역학부-유러피언스터디즈,,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,인문,어문•인문학,글로벌지역학부-일어일본학,,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,인문,어문•인문학,글로벌지역학부-중어중국학,,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,인문,경영•경제•무역,문화예술경영,,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,인문,사회•언론•매체,문화지식융합학부-커뮤니케이션콘텐츠,,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,인문,어문•인문학,사회과학부-문헌정보학,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,인문,복지•아동•가족,사회과학부-사회복지학,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,인문,복지•아동•가족,사회과학부-아동학,,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,인문,어문•인문학,인문학부-국사학,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,인문,어문•인문학,인문학부-국어국문학,,8,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,인문,어문•인문학,인문학부-문예창작,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,자연,기타자연계,문화지식융합학부-HCI사이언스,,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,자연,수학•통계,문화지식융합학부-데이터사이언스,,8,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,자연,약학,약학과,,12,,,1과목,"국, 수(미적/기하), 탐(과)(1과목) 영역 합 6이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,자연,생명공•의과학•보건,자연과학부-보건관리학,,8,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,자연,생활과학,자연과학부-식품영양학,,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,자연,물리•화학•생명•천문,자연과학부-응용화학,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,자연,생활과학,자연과학부-화장품학,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,자연,수학•통계,정보학부-정보통계학,,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
서울,사립,동덕여대,학생부교과우수자전형,학생부교과,자연,전기•전자•컴퓨터•통신,정보학부-컴퓨터학,,16,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
부산,사립,동명대,면접전형,학생부교과,자연,간호,간호학과,,61,,,1과목,"국, 수, 영, 탐(1과목) 중 2개 영역 합 9이내"
부산,사립,동명대,일반고교과전형,학생부교과,자연,간호,간호학과,,20,,,1과목,"국, 수, 영, 탐(1과목) 중 2개 영역 합 9이내"
부산,사립,동명대,특성화고교과전형,학생부교과,자연,간호,간호학과,,3,,,1과목,"국, 수, 영, 탐(1과목) 중 2개 영역 합 9이내"
전남,사립,동신대,일반전형,학생부교과,자연,간호,간호학과,,107,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 11이내"
전남,사립,동신대,일반전형,학생부교과,자연,생명공•의과학•보건,물리치료학과,,60,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 13이내"
전남,사립,동신대,일반전형,학생부교과,자연,한의예,한의예과,,8,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 3개 영역 합 5이내"
전남,사립,동신대,지역학생1전형,학생부교과,자연,한의예,한의예과,,16,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 3개 영역 합 5이내"
전남,사립,동신대,지역학생2전형,학생부교과,자연,간호,간호학과,,52,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 11이내"
전남,사립,동신대,지역학생2전형,학생부교과,자연,생명공•의과학•보건,물리치료학과,,30,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 13이내"
전남,사립,동신대,지역학생2전형,학생부교과,자연,한의예,한의예과,,6,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 3개 영역 합 5이내"
전남,사립,동신대,지역학생기회균형전형,학생부교과,자연,한의예,한의예과,,2,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 3개 영역 합 6이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,경영•경제•무역,경영정보학과,부민,33,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,경영•경제•무역,경영학과,부민,81,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,경영•경제•무역,경제학과,부민,20,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,법•정치•행정,경찰학과,부민,20,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,관광•서비스,관광경영학과,부민,35,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,사범계,교육학과,승학,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,경영•경제•무역,국제무역학과,부민,33,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,경영•경제•무역,글로벌비즈니스학과,부민,20,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,금융•회계•세무,금융학과,부민,18,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,사회•언론•매체,미디어커뮤니케이션학과,부민,16,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,복지•아동•가족,사회복지학과,부민,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,법•정치•행정,석당인재학부-공공정책학,부민,27,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,복지•아동•가족,아동학과,승학,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,어문•인문학,역사문화학부-고고미술사학,승학,13,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,어문•인문학,역사문화학부-사학,승학,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,어문•인문학,영미학과,부민,22,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,어문•인문학,일본학과,부민,14,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,법•정치•행정,정치사회학부-사회학,부민,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,법•정치•행정,정치사회학부-정치외교학,부민,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,어문•인문학,중국학과,부민,19,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,생명공•의과학•보건,철학생명의료윤리학과,승학,14,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,어문•인문학,한국어문학과,승학,14,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,인문,법•정치•행정,행정학과,부민,18,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,전기•전자•컴퓨터•통신,AI학과,승학,24,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,간호,간호학과,구덕,71,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 7이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,생명공•의과학•보건,건강관리학과,승학,18,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,건설•토목•안전,건설시스템공학과,승학,21,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,건설•토목•안전,건축공학과,승학,14,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,건설•토목•안전,건축학과,승학,17,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,기계•자동차•철도•항공•조선,기계공학과,승학,51,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,건설•토목•안전,도시공학과,승학,14,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,생명공•의과학•보건,바이오메디컬학과,승학,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,신소재•화공•에너지,반도체학과,승학,14,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,생명공•의과학•보건,분자유전공학과,,14,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,건설•토목•안전,산업경영공학과,승학,20,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,물리•화학•생명•천문,생명자원산업학과,승학,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,생명공•의과학•보건,식품생명공학과,승학,15,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,생활과학,식품영양학과,승학,20,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,신소재•화공•에너지,신소재공학과,승학,29,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,농림•수산•환경,응용생물공학과,승학,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,생명공•의과학•보건,의약생명공학과,승학,15,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,전기•전자•컴퓨터•통신,전기공학과,승학,25,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,전기•전자•컴퓨터•통신,전자공학과,승학,42,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,수학•통계,정보수학과,승학,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,건설•토목•안전,조경학과,승학,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,기계•자동차•철도•항공•조선,조선해양공학과,승학,15,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,전기•전자•컴퓨터•통신,컴퓨터공학과,승학,25,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,디자인•의류•뷰티,패션디자인학과,승학,14,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,신소재•화공•에너지,화학공학과,승학,31,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,물리•화학•생명•천문,화학과,승학,15,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,신소재•화공•에너지,환경에너지공학부-미래에너지공학,승학,13,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,교과성적우수자전형,학생부교과,자연,신소재•화공•에너지,환경에너지공학부-환경안전,승학,14,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 1개 영역 4이내"
부산,사립,동아대,잠재능력우수자전형,학생부종합,자연,의예,의예과,구덕,10,Y,,1과목,"국, 수, 영, 탐(사/과)(1과목) 영역 합 6이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,경영•경제•무역,경영정보학과,부민,18,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,경영•경제•무역,경영학과,부민,67,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,경영•경제•무역,경제학과,부민,18,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,법•정치•행정,경찰학과,부민,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,관광•서비스,관광경영학과,부민,19,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,사범계,교육학과,승학,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,경영•경제•무역,국제무역학과,부민,18,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,경영•경제•무역,글로벌비즈니스학과,부민,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,금융•회계•세무,금융학과,부민,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,사회•언론•매체,미디어커뮤니케이션학과,부민,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,복지•아동•가족,사회복지학과,부민,6,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,복지•아동•가족,아동학과,승학,8,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,어문•인문학,역사문화학부-고고미술사학,승학,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,어문•인문학,역사문화학부-사학,승학,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,어문•인문학,영미학과,부민,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,어문•인문학,일본학과,부민,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,법•정치•행정,정치사회학부-사회학,부민,6,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,법•정치•행정,정치사회학부-정치외교학,부민,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,어문•인문학,중국학과,부민,13,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,생명공•의과학•보건,철학생명의료윤리학과,승학,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,어문•인문학,한국어문학과,승학,15,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,인문,법•정치•행정,행정학과,부민,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,전기•전자•컴퓨터•통신,AI학과,승학,14,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,생명공•의과학•보건,건강관리학과,승학,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,건설•토목•안전,건설시스템공학과,승학,13,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,건설•토목•안전,건축공학과,승학,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,건설•토목•안전,건축학과,승학,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,기계•자동차•철도•항공•조선,기계공학과,승학,50,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,건설•토목•안전,도시공학과,승학,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,생명공•의과학•보건,바이오메디컬학과,승학,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,신소재•화공•에너지,반도체학과,승학,8,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,생명공•의과학•보건,분자유전공학과,,13,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,건설•토목•안전,산업경영공학과,승학,19,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,물리•화학•생명•천문,생명자원산업학과,승학,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,생명공•의과학•보건,식품생명공학과,승학,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,생활과학,식품영양학과,승학,16,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
부산,사립,동아대,지역인재교과전형,학생부교과,자연,신소재•화공•에너지,신소재공학과,승학,16,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 10이내"
